frame,gt_exists,gt_iou_raw,gt_iou_final,raw_candidate_count,crop_candidate_count,raw_best_score,crop_best_score,output_score,output_source,tracker_active,tracker_gap,detector_ms,crop_ms,tracking_ms,total_ms
38,True,0.0,0.0,1,1,0.23231014609336853,0.3318771719932556,0.3318771719932556,crop,True,0,443.9159519988607,297.5652050008648,297.86636300013924,751.8997430015588
39,True,0.0,0.0,0,2,0.0,0.2278127372264862,0.2278127372264862,crop,True,0,437.99829199997475,299.5732390008925,299.9173170010181,747.9731120001816
40,True,0.0,0.0,4,1,0.2133771777153015,0.22661244869232178,0.22661244869232178,crop,True,0,443.6775859994668,296.8006499995681,297.0815360004053,750.8713660008652
41,True,0.0,0.0,2,1,0.23423145711421967,0.20963142812252045,0.20963142812252045,crop,True,0,438.40484999964247,297.69522300011886,297.97442400013097,746.5068059991609
42,True,0.0,0.0,2,1,0.2717345654964447,0.3324187397956848,0.3324187397956848,crop,True,0,441.7077870002686,297.9874920001748,298.26516899993294,750.4860970002483
43,True,0.0,0.0,3,1,0.31943973898887634,0.2603894770145416,0.2603894770145416,crop,True,0,442.8940759989928,296.2861329997395,296.5620150007453,750.153531000251
44,True,0.0,0.0,1,1,0.23370636999607086,0.3568948209285736,0.3568948209285736,crop,True,0,441.5234300013253,296.85791399970185,297.12420900068537,748.957531999622
45,True,0.0,0.0,3,1,0.2487165927886963,0.42500850558280945,0.42500850558280945,crop,True,0,438.24392600072315,297.87243099963234,298.15035600040574,746.8260170007852
46,True,0.0,0.0,4,0,0.27009499073028564,0.0,0.36125722974538804,bridge,True,1,444.7137909992307,304.4087620000937,304.5625570011907,760.2169790006883
47,True,0.0,0.0,1,2,0.224735289812088,0.32487764954566956,0.32487764954566956,crop,True,0,452.05634299964004,297.8996220008412,298.18182999952114,762.928643000123
48,True,0.0,0.0,2,1,0.2592625916004181,0.3301471471786499,0.3301471471786499,crop,True,0,443.84604200058675,296.2151950014231,296.49385700031416,750.9206230006384
49,True,0.0,0.0,1,2,0.2747403681278229,0.3731902539730072,0.3731902539730072,crop,True,0,440.248402999714,295.7476529991254,296.0294709992013,747.6452329992753
50,True,0.0,0.0,2,1,0.21667379140853882,0.45084288716316223,0.45084288716316223,crop,True,0,454.3557699998928,297.7803089997906,298.0559980005637,763.1522620013129
51,True,0.0,0.0,2,1,0.21223202347755432,0.3925696909427643,0.3925696909427643,crop,True,0,440.2321520010446,298.4862780012918,298.77865399976145,749.8129930008872
52,True,0.0,0.0,1,1,0.19620941579341888,0.43056631088256836,0.43056631088256836,crop,True,0,444.7232559996337,298.4953610011871,298.77622299864015,754.3968209993182
53,True,0.0,0.0,3,3,0.2120688259601593,0.41519519686698914,0.41519519686698914,crop,True,0,439.25231200046255,297.7675669990276,298.1248610012699,748.2746639998368
54,True,0.0,0.0,1,1,0.24544657766819,0.48075294494628906,0.48075294494628906,crop,True,0,444.9246200001653,298.23710399978154,298.5158420015068,754.5057199986331
55,True,0.0,0.0,2,1,0.24562746286392212,0.36015141010284424,0.36015141010284424,crop,True,0,442.3062709993246,308.1125509997946,308.3911450012238,761.1971839996841
56,True,0.0,0.0,2,1,0.25590112805366516,0.438725084066391,0.438725084066391,crop,True,0,445.8373699999356,298.49556400040456,298.77734200090345,755.589823000264
57,True,0.0,0.0,1,1,0.24006125330924988,0.3589146137237549,0.3589146137237549,crop,True,0,441.8235850007477,300.6513050004287,300.95376600002055,753.6647689994425
58,True,0.0,0.0,1,1,0.21518577635288239,0.4439620077610016,0.4439620077610016,crop,True,0,445.33681599932606,298.469664001459,298.7433250000322,755.8388960005686
59,True,0.0,0.0,3,1,0.19269122183322906,0.39858201146125793,0.39858201146125793,crop,True,0,442.24881199988886,298.3662939986971,298.64569199889957,751.505685999291
60,True,0.4215117375153442,0.0,3,2,0.281109482049942,0.39595136046409607,0.39595136046409607,crop,True,0,444.42815799993696,315.17675499890174,315.4663170007552,770.7979879996856
61,True,0.35374136212811497,0.0,2,1,0.4036843776702881,0.4214923083782196,0.4214923083782196,crop,True,0,443.27793800039217,337.84263500092493,338.1328039995424,792.0050180000544
62,True,0.6597963664918332,0.0,2,1,0.438664972782135,0.3100672960281372,0.3100672960281372,crop,True,0,444.6449670012953,367.24629099990125,367.52873600016756,822.9961699998967
63,True,0.66663280009534,0.0,5,1,0.4694594740867615,0.24166831374168396,0.24166831374168396,crop,True,0,452.89788099944417,402.6626189988747,402.97678800016,867.0581650003442
64,True,0.6436260698401826,0.0,5,2,0.476914644241333,0.32885265350341797,0.32885265350341797,crop,True,0,449.03093299944885,442.5245250004082,442.83059500048694,907.0367360000091
65,True,0.6856316516692006,0.0,5,2,0.42566490173339844,0.3378586173057556,0.3378586173057556,crop,True,0,446.3368479991914,443.9532689993939,444.25973599936697,902.1194779998041
66,True,0.6571227219809637,0.0,4,1,0.4408002197742462,0.25367605686187744,0.25367605686187744,crop,True,0,448.2959879987902,401.30797999881906,401.62613000029523,865.1084299999638
67,True,0.5997209041593573,0.0,3,0,0.4851423501968384,0.0,0.21562464833259581,bridge,True,1,447.99296100063657,368.4885189995839,368.63211700074316,827.6101810006367
68,True,0.6348141488779177,0.0,6,0,0.43254271149635315,0.0,0.18328095108270642,bridge,True,2,440.6324620013038,320.6182970006921,320.7695330002025,772.3557869994693
69,True,0.7216530567579034,0.0,2,2,0.4728660583496094,0.2402394413948059,0.2402394413948059,crop,True,0,437.9975250012649,285.06563500013726,285.34575200137624,734.001607999744
70,True,0.6701063389393724,0.0,2,1,0.5069423317909241,0.2581389248371124,0.2581389248371124,crop,True,0,440.9648510008992,419.7521490004874,420.0739779989817,871.6801739992661
71,True,0.729695971569803,0.0,11,3,0.4134771525859833,0.2718311846256256,0.2718311846256256,crop,True,0,455.41765999951167,474.0183079993585,474.35274199960986,940.2593160011747
72,True,0.0,0.0,7,1,0.333720326423645,0.28507331013679504,0.28507331013679504,crop,True,0,447.45130199953564,433.79480700059503,434.1093450002518,896.7587770002865
73,True,0.680895725042553,0.0,4,1,0.44098079204559326,0.23005375266075134,0.23005375266075134,crop,True,0,446.8074579999666,414.3081570000504,414.59995299919683,872.4396349989547
74,True,0.5530253640266958,0.0,2,0,0.48053961992263794,0.0,0.19554568976163864,bridge,True,1,445.93871500001114,398.13432399932935,398.2735519984999,859.0030579998711
75,True,0.6726776277881928,0.0,4,0,0.4860951900482178,0.0,0.16621383629739284,bridge,True,2,448.12837099925673,392.7381779994903,392.88316200145346,852.6839749993087
76,True,0.40218294430588414,0.0,4,0,0.5005655288696289,0.0,0.1412817608527839,bridge,True,3,440.82249399980356,386.98396799918555,387.1336739994149,839.7093849998782
77,True,0.3722609610833934,0.0,2,0,0.4929165840148926,0.0,0.12008949672486631,bridge,True,4,451.69894600076077,376.5183769992291,376.65612599994347,839.825393000865
78,True,0.4224476677797755,0.0,4,0,0.48089006543159485,0.0,0.0,none,True,5,441.48514999869803,376.75559899980726,376.87421000009635,829.355478999787
79,True,0.39392147552474577,0.0,1,0,0.49089911580085754,0.0,0.0,none,True,6,445.6279070000164,373.2187929999782,373.32416999925044,830.3747620011563
80,True,0.42600742257310503,0.0,3,0,0.4961033761501312,0.0,0.0,none,True,7,451.3597499990283,375.2031959993474,375.36465599987423,838.0057039994426
81,True,0.5611997981328748,0.0,2,0,0.4838465452194214,0.0,0.0,none,True,8,450.7379030001175,358.8063229999534,358.9175340002839,821.1835769998288
82,True,0.635330983965952,0.0,1,0,0.5134626626968384,0.0,0.0,none,True,9,440.3784360001737,334.68493100008345,334.7914080004557,786.5747129999363
83,True,0.6723260075617057,0.0,2,1,0.5071749687194824,0.19299523532390594,0.19299523532390594,crop,True,0,439.42136300029233,331.7830430005415,332.0816260002175,784.5985019994259
84,True,0.6734525666008393,0.0,4,0,0.49732786417007446,0.0,0.16404595002532005,bridge,True,1,443.88289300150063,329.33772900105396,329.4820350001828,784.0420970005653
85,True,0.6335963462198072,0.0,1,0,0.5074800848960876,0.0,0.13943905752152203,bridge,True,2,449.77979400027834,381.43631700040714,381.5718730002118,841.9487280007161
86,True,0.6869414630827352,0.0,2,0,0.5065113306045532,0.0,0.11852319889329373,bridge,True,3,441.9829689995822,424.49226700045983,424.6347059997788,878.0500359989674
87,True,0.6993207065298651,0.0,4,0,0.5055539608001709,0.0,0.10074471905929966,bridge,True,4,446.9934270000522,461.13722800146206,461.2820639995334,921.4508690001821
88,True,0.6572193474224237,0.0,3,0,0.4862705171108246,0.0,0.0,none,True,5,449.20075600020937,393.312098000024,393.42787100031273,854.4728760007274
89,True,0.6495302164877088,0.0,4,2,0.48851218819618225,0.19651763141155243,0.19651763141155243,crop,True,0,442.2655720009061,322.89883900011773,323.19069700133696,776.5691129989136
90,True,0.6273658943704088,0.0,2,0,0.48532524704933167,0.0,0.16703998669981956,bridge,True,1,436.86890300159575,321.3355009993393,321.4773920008156,769.5214079994912
91,True,0.6304601803561812,0.0,2,1,0.4884282648563385,0.24382245540618896,0.1419839886948466,bridge,True,2,441.95813499936776,323.55960099994263,323.70162199913466,777.8685459998087
92,True,0.6537067022563408,0.0,3,0,0.4386349022388458,0.0,0.12068639039061962,bridge,True,3,438.3599120010331,318.85753400092653,318.99942599920905,768.600138999318
93,True,0.6162107114752581,0.0,1,0,0.499526709318161,0.0,0.10258343183202667,bridge,True,4,443.6182049994386,323.0217589989479,323.1647070006147,777.6339689989982
94,True,0.5796194463871648,0.0,2,0,0.4946253299713135,0.0,0.0,none,True,5,439.2643840001256,319.70904100126063,319.8164919995179,770.036830999743
95,True,0.4398229618288745,0.0,3,1,0.3181672990322113,0.23810701072216034,0.23810701072216034,crop,True,0,439.0599070011376,323.7784760003706,324.0675979996013,775.0437680006144
96,True,0.2509087258113886,0.0,2,1,0.4378836154937744,0.18432661890983582,0.18432661890983582,crop,True,0,439.3096189996868,297.11707800015574,297.40287700042245,748.387654999533
97,True,0.0,0.0,6,0,0.2312668114900589,0.0,0.20197059214115143,detector,True,0,440.30253699929744,0.0,0.2198490001319442,450.72543599962955
98,True,0.0,0.0,5,0,0.3655698895454407,0.0,0.1716750033199787,bridge,True,1,446.1638840002706,298.73643800056016,298.9091979998193,755.4134969996085
99,True,0.0,0.0,5,0,0.4820176362991333,0.0,0.19299523532390594,detector,True,0,441.6706100000738,0.0,0.22403000002668705,452.50725600089936
100,True,0.07537494701063067,0.0,4,0,0.5097948908805847,0.0,0.16404595002532005,bridge,True,1,446.03067000025476,295.47794999962207,295.6241889987723,752.2060890005378
101,True,0.4084694279243818,0.0,3,0,0.5273773670196533,0.0,0.13943905752152203,bridge,True,2,438.8483669990819,295.102087999112,295.2437759995519,744.6316519999527
102,True,0.19481159002331636,0.0,5,1,0.4786354601383209,0.23828421533107758,0.23828421533107758,crop,True,0,442.0071120002831,306.0639199993602,306.39751899980183,759.1213610012346
103,True,0.4243846899733474,0.0,2,0,0.5266318917274475,0.0,0.20254158303141592,bridge,True,1,442.65104599980987,300.74689600041893,300.88596799942025,754.1558209995856
104,True,0.0,0.0,4,0,0.5120902061462402,0.0,0.17216034557670354,bridge,True,2,440.27609800104983,296.49040500044066,296.6345059994637,747.5520930001949
105,True,0.0,0.0,1,0,0.493557333946228,0.0,0.146336293740198,bridge,True,3,439.3497239998396,296.755065999605,296.8881440010591,746.4004180001211
106,True,0.5329937752496998,0.0,1,4,0.46396028995513916,0.316791832447052,0.316791832447052,crop,True,0,440.90599499941163,304.15356299999985,304.51051499949244,755.5979640001169
107,True,0.0,0.0,4,0,0.23581157624721527,0.0,0.2692730575799942,bridge,True,1,442.41586300086055,295.62778800027445,295.771696999509,748.8062070005981
108,True,0.0,0.0,0,0,0.0,0.0,0.22888209894299505,bridge,True,2,439.0798710010131,296.52790300133347,296.6978949989425,746.07103299968
109,True,0.5885028702547915,0.0,1,0,0.509245753288269,0.0,0.19454978410154578,bridge,True,3,439.3339649996051,298.66596099964227,298.80140500063135,748.2463550004468
110,True,0.08854300427488072,0.0,2,0,0.5099092721939087,0.0,0.1653673164863139,bridge,True,4,438.72025800010306,299.3961140000465,299.5353389997035,748.7360779996379
111,True,0.1082638268609578,0.0,1,0,0.4953080713748932,0.0,0.0,none,True,5,443.5212959997443,297.14520599918615,297.2489179992408,750.9020240013342
112,True,0.17855937099851593,0.0,1,0,0.5304949283599854,0.0,0.0,none,True,6,440.70208800076216,299.7780549994786,299.88448200128914,750.9960740007955
113,True,0.6187820017735061,0.0,1,0,0.5320300459861755,0.0,0.0,none,True,7,444.8130239998136,300.74275100014347,300.84840699964843,756.2004139999772
114,True,0.25857688318565664,0.0,1,0,0.506740152835846,0.0,0.0,none,True,8,440.5619459994341,297.143939000307,297.2518480000872,748.2533069996862
115,True,0.11863858923187748,0.11863858923187748,2,0,0.4495738744735718,0.0,0.4495738744735718,detector,True,0,440.8516640014568,0.0,0.22103199989942368,451.03951200144365
116,True,0.6127040692581699,0.6127040692581699,3,0,0.2660711407661438,0.0,0.2660711407661438,detector,True,0,447.50813100108644,0.0,0.24119199952110648,458.45687899964105
117,True,0.0,0.3858313208631944,4,0,0.274545818567276,0.0,0.2062538117170334,detector,True,0,448.9368630001991,0.0,0.22344699937093537,460.7626800006983
118,True,0.0,0.0,4,0,0.30600830912590027,0.0,0.18198898434638977,detector,True,0,447.39724899955036,0.0,0.22879900097905193,458.1277519992
119,True,0.0,0.7461621851177261,0,1,0.0,0.37983831763267517,0.37983831763267517,crop,True,0,446.03380800072046,303.44507900008466,303.7656460001017,761.9683140001143
120,True,0.4839632815765027,0.4839632815765027,3,0,0.28587010502815247,0.0,0.28587010502815247,detector,True,0,443.91923600051086,0.0,0.23592400066263508,454.7904200007906
121,True,0.0,0.5096951060717194,5,0,0.27542194724082947,0.0,0.26416850090026855,detector,True,0,450.21829800134583,0.0,0.22864899983687792,461.7486799998005
122,True,0.8654334036294589,0.8654334036294589,4,0,0.23440666496753693,0.0,0.23440666496753693,detector,True,0,448.54052400114597,0.0,0.22095500025898218,461.37772200017935
123,True,0.0,0.0,4,0,0.2276410013437271,0.0,0.21288585662841797,detector,True,0,447.8264200006379,0.0,0.23337399943557102,459.7909610001807
124,True,0.0,0.30410834501411566,2,0,0.2423849254846573,0.0,0.21766994893550873,detector,True,0,447.71888600007514,0.0,0.22851200083096046,458.28754200010735
125,True,0.4611086691102958,0.4611086691102958,2,0,0.28636878728866577,0.0,0.28636878728866577,detector,True,0,462.7196860001277,0.0,0.31558099908579607,474.1166609983338
126,True,0.4509520841919612,0.4509520841919612,3,0,0.26664361357688904,0.0,0.26664361357688904,detector,True,0,451.62904000062554,0.0,0.24586600011389237,465.1792849999765
127,True,0.4314676789916187,0.4314676789916187,3,0,0.376852422952652,0.0,0.376852422952652,detector,True,0,457.7651210001932,0.0,0.22546000036527403,469.3707459991856
128,True,0.49922221603303746,0.49922221603303746,1,0,0.39711982011795044,0.0,0.39711982011795044,detector,True,0,448.28226800018456,0.0,0.23383000007015653,459.35249000103795
129,True,0.5210829853375072,0.5210829853375072,3,0,0.38572171330451965,0.0,0.38572171330451965,detector,True,0,448.34864899894455,0.0,0.21852699865121394,459.74254900102096
130,True,0.4174565182185299,0.4174565182185299,1,0,0.4430882930755615,0.0,0.4430882930755615,detector,True,0,447.570091999296,0.0,0.20578899966494646,457.8578380005638
131,True,0.5221517063144699,0.5221517063144699,4,0,0.4517194926738739,0.0,0.4517194926738739,detector,True,0,449.7542910012271,0.0,0.22901900047145318,461.22381600071094
132,True,0.6079730069657518,0.6079730069657518,3,0,0.3503102660179138,0.0,0.3503102660179138,detector,True,0,449.7446450004645,0.0,0.25536800058034714,460.11661299962725
133,True,0.39360496236603737,0.39360496236603737,2,0,0.43236297369003296,0.0,0.43236297369003296,detector,True,0,451.0596690015518,0.0,0.21439800002553966,462.85359600005904
134,True,0.45044142768084916,0.45044142768084916,2,0,0.4205995798110962,0.0,0.4205995798110962,detector,True,0,451.72335999995994,0.0,0.21878400002606213,461.8987689991627
135,True,0.43437041641264357,0.43437041641264357,2,0,0.35835304856300354,0.0,0.35835304856300354,detector,True,0,456.47509199989145,0.0,0.21279700013110414,468.6046740007441
136,True,0.4922035226977743,0.4922035226977743,2,0,0.46638989448547363,0.0,0.46638989448547363,detector,True,0,453.1331109992607,0.0,0.21848600044904742,464.8587129995576
137,True,0.5987928254448424,0.5987928254448424,2,0,0.4539274275302887,0.0,0.4539274275302887,detector,True,0,451.34395499917446,0.0,0.21457399998325855,462.68357100052526
138,True,0.5880173657743145,0.5880173657743145,3,0,0.4332619309425354,0.0,0.4332619309425354,detector,True,0,451.12085999971896,0.0,0.21188000027905218,461.4783149991126
139,True,0.23721321956965905,0.23721321956965905,3,0,0.46450677514076233,0.0,0.46450677514076233,detector,True,0,450.3368789992237,0.0,0.24881100034690462,462.7033790002315
140,True,0.0,0.0,3,0,0.3689739406108856,0.0,0.3689739406108856,detector,True,0,452.33819000168296,0.0,0.22204100059752818,463.2300439989194
141,True,0.0,0.0,2,0,0.45374593138694763,0.0,0.45374593138694763,detector,True,0,449.5454560001235,0.0,0.20124600087001454,461.3248580008076
142,True,0.0,0.0,4,1,0.35700687766075134,0.2885690927505493,0.2885690927505493,crop,True,0,454.1552650007361,302.77133299932757,303.08416099978785,767.2533280001517
143,True,0.0,0.0,2,0,0.4584396183490753,0.0,0.4584396183490753,detector,True,0,442.176204000134,0.0,0.21457199909491464,452.43909300006635
144,True,0.6473016949241973,0.6473016949241973,2,0,0.47014355659484863,0.0,0.47014355659484863,detector,True,0,447.5917080017098,0.0,0.2178209997509839,458.2234729987249
145,True,0.0,0.0010257694135119282,4,0,0.2933032512664795,0.0,0.29088014364242554,detector,True,0,449.6476629992685,0.0,0.23334400066232774,460.78056300029857
146,True,0.0,0.0,3,0,0.37662312388420105,0.0,0.2472481220960617,bridge,True,1,463.845284000854,326.3290610011609,326.5535880000243,800.5072500000097
147,True,0.0,0.07311410530368263,2,0,0.3153141736984253,0.0,0.21016090378165242,bridge,True,2,482.81002700059616,313.85643599969626,314.034183998956,809.0229829995224
148,True,0.0,0.0,2,0,0.41958850622177124,0.0,0.41958850622177124,detector,True,0,462.2830050011544,0.0,0.2284380007040454,474.2681210009323
149,True,0.0,0.0,2,0,0.48783352971076965,0.0,0.48783352971076965,detector,True,0,474.8511729994789,0.0,0.23762599994370248,486.810272999719
150,True,0.029224661957507673,0.029224661957507673,2,0,0.49574288725852966,0.0,0.49574288725852966,detector,True,0,490.89352400005737,0.0,0.25308099975518417,504.06804799968086
151,True,0.7216753925019033,0.7216753925019033,3,0,0.47353553771972656,0.0,0.47353553771972656,detector,True,0,478.5873199998605,0.0,0.23587299983773846,490.93944000014744
152,True,0.44589199079131014,0.44589199079131014,2,0,0.4754074513912201,0.0,0.4754074513912201,detector,True,0,486.0229320001963,0.0,0.3150490010739304,498.9731359983125
153,True,0.3717331178361443,0.3717331178361443,2,0,0.44158270955085754,0.0,0.44158270955085754,detector,True,0,472.0544530009647,0.0,0.27527300153451506,484.76991600000474
154,True,0.8340532587015351,0.8340532587015351,2,0,0.46572157740592957,0.0,0.46572157740592957,detector,True,0,502.4252189996332,0.0,0.29001499933656305,514.4319350001751
155,True,0.513414766305704,0.513414766305704,2,0,0.46930745244026184,0.0,0.46930745244026184,detector,True,0,499.4557800000621,0.0,0.27467300060379785,514.5263680005883
156,True,0.5418402344297678,0.5418402344297678,3,0,0.4962044358253479,0.0,0.4962044358253479,detector,True,0,503.04425100148364,0.0,0.32141600058821496,516.7996060008591
157,True,0.7866700743210026,0.7866700743210026,3,0,0.4389655590057373,0.0,0.4389655590057373,detector,True,0,499.4461679998494,0.0,0.3165709986205911,514.4020009993255
158,True,0.5590646089243869,0.5590646089243869,2,0,0.4233388304710388,0.0,0.4233388304710388,detector,True,0,502.5819259990385,0.0,0.31302600109484047,515.866862000621
159,True,0.49576230078973516,0.49576230078973516,2,0,0.468030720949173,0.0,0.468030720949173,detector,True,0,497.46917900120025,0.0,0.2873979992727982,512.5708699997631
160,True,0.6121469959797607,0.6121469959797607,2,0,0.4983263313770294,0.0,0.4983263313770294,detector,True,0,506.0605050002778,0.0,0.29015899963269476,519.4530210010271
161,True,0.678498184165706,0.678498184165706,4,0,0.4671798348426819,0.0,0.4671798348426819,detector,True,0,500.38944500010984,0.0,0.3051830008189427,515.4210660002718
162,True,0.6705056485714695,0.6705056485714695,3,0,0.46429428458213806,0.0,0.46429428458213806,detector,True,0,506.54613799997605,0.0,0.3008719995705178,523.0703150009504
163,True,0.7649829376103312,0.7649829376103312,4,0,0.4588336646556854,0.0,0.4588336646556854,detector,True,0,502.7217879996897,0.0,0.34235000020998996,517.6465500007907
164,True,0.6330016431805922,0.6330016431805922,2,0,0.4468567669391632,0.0,0.4468567669391632,detector,True,0,501.2563719992613,0.0,0.2918009995482862,517.1639809996122
165,True,0.6784920639575847,0.6784920639575847,4,0,0.4633835256099701,0.0,0.4633835256099701,detector,True,0,494.9498919995676,0.0,0.3332450014568167,508.7000610001269
166,True,0.6498571369572874,0.6498571369572874,5,0,0.45662179589271545,0.0,0.45662179589271545,detector,True,0,490.0878360003844,0.0,0.309860000925255,502.79828399834514
167,True,0.6605134063195583,0.6605134063195583,2,0,0.45534995198249817,0.0,0.45534995198249817,detector,True,0,495.8168550001574,0.0,0.22213699958228972,508.9752940002654
