frame,gt_exists,gt_iou_raw,gt_iou_final,raw_candidate_count,fallback_candidate_count,raw_best_score,fallback_best_score,output_score,output_source,tracker_active,tracker_gap,primary_ms,fallback_ms,tracking_ms,total_ms
1,True,0.0,0.0,1,0,0.7119135856628418,0.0,0.7119135856628418,rfdetr,True,0,2352.393959001347,0.0,0.022848002117825672,2366.7709110013675
2,True,0.0,0.0,1,0,0.7475519180297852,0.0,0.7475519180297852,rfdetr,True,0,135.10207799845375,0.0,0.028369002393446863,150.71031800107448
3,True,0.0,0.0,1,0,0.7874647378921509,0.0,0.7874647378921509,rfdetr,True,0,138.38824900085456,0.0,0.02166500053135678,150.537808000081
4,True,0.0,0.0,1,0,0.6839509606361389,0.0,0.6839509606361389,rfdetr,True,0,132.17480200182763,0.0,0.13350899826036766,143.0344319996948
5,True,0.0,0.0,1,0,0.5556157231330872,0.0,0.5556157231330872,rfdetr,True,0,71.76789000004646,0.0,0.14768999972147867,83.72731999770622
6,True,0.0,0.0,1,3,0.5859125852584839,0.3018763065338135,0.0,none,True,1,137.1074390008289,1019.874378998793,1020.2000230019621,1172.360980999656
7,True,0.0,0.0,1,0,0.600578784942627,0.0,0.600578784942627,rfdetr,True,0,137.66151100207935,0.0,0.10277500041411258,148.82735200080788
8,True,0.0,0.0,1,0,0.766402542591095,0.0,0.766402542591095,rfdetr,True,0,70.5695350006863,0.0,0.14214400289347395,81.33900300163077
9,True,0.0,0.0,1,0,0.8609918355941772,0.0,0.8609918355941772,rfdetr,True,0,142.00286699997378,0.0,0.11785699825850315,157.76183500202023
10,True,0.0,0.0,1,0,0.8893221020698547,0.0,0.8893221020698547,rfdetr,True,0,140.34367200292763,0.0,0.09789399700821377,150.9411109982466
11,True,0.0,0.0,1,0,0.8835082054138184,0.0,0.8835082054138184,rfdetr,True,0,135.4487729986431,0.0,0.10012599886977114,145.99621899833437
12,True,0.0,0.0,1,0,0.6595848202705383,0.0,0.6595848202705383,rfdetr,True,0,102.09233299974585,0.0,0.0985429978754837,112.48161100229481
13,True,0.0,0.0,1,0,0.6127236485481262,0.0,0.6127236485481262,rfdetr,True,0,76.90843200180097,0.0,0.1709220014163293,87.51579899762874
14,True,0.0,0.0,0,1,0.0,0.19590157270431519,0.0,none,True,1,130.78572899758,754.5504050031013,754.6660219995829,899.5310470018012
15,True,0.0,0.0,0,0,0.0,0.0,0.0,none,True,2,124.70783100070548,760.345424998377,760.3531490021851,895.6960499999695
16,True,0.0,0.0,0,0,0.0,0.0,0.0,none,True,3,124.55188400053885,755.7084019972535,755.7143110025208,890.5607989981945
