frame,gt_exists,gt_iou_raw,gt_iou_final,raw_candidate_count,fallback_candidate_count,raw_best_score,fallback_best_score,output_score,output_source,tracker_active,tracker_gap,primary_ms,fallback_ms,tracking_ms,total_ms
1,True,0.5968486371645921,0.5968486371645921,1,0,0.838625967502594,0.0,0.838625967502594,rfdetr,True,0,113.97674600084429,0.0,0.04175200228928588,125.5563999984588
2,True,0.5842898193006099,0.5842898193006099,1,0,0.8434638977050781,0.0,0.8434638977050781,rfdetr,True,0,112.90553499929956,0.0,0.14839600044069812,125.42035600199597
3,True,0.5705092034590032,0.5705092034590032,1,0,0.8357726335525513,0.0,0.8357726335525513,rfdetr,True,0,115.60837099750643,0.0,0.14226700295694172,127.03171300017857
4,True,0.5705629865687738,0.5705629865687738,1,0,0.8339026570320129,0.0,0.8339026570320129,rfdetr,True,0,110.95154600116075,0.0,0.21150199972908013,123.54958200012334
5,True,0.5623805451535636,0.5623805451535636,1,0,0.8407664895057678,0.0,0.8407664895057678,rfdetr,True,0,113.39022899846896,0.0,0.20742999913636595,125.4419200013217
6,True,0.5523158772988921,0.5523158772988921,1,0,0.8376842737197876,0.0,0.8376842737197876,rfdetr,True,0,111.27164799836464,0.0,0.21177400049054995,124.60144000215223
7,True,0.536174168940302,0.536174168940302,1,0,0.8371374607086182,0.0,0.8371374607086182,rfdetr,True,0,114.86262900143629,0.0,0.20918100199196488,126.16283199895406
8,True,0.5210927225878456,0.5210927225878456,1,0,0.8411438465118408,0.0,0.8411438465118408,rfdetr,True,0,112.80951099979575,0.0,0.20987099924241193,125.28300399935688
9,True,0.5295145979074912,0.5295145979074912,1,0,0.8407946228981018,0.0,0.8407946228981018,rfdetr,True,0,114.82813000111491,0.0,0.23568499818793498,126.40198699955363
10,True,0.5248946297369291,0.5248946297369291,1,0,0.842154324054718,0.0,0.842154324054718,rfdetr,True,0,112.20433299968136,0.0,0.22548700144398026,124.84341700110235
11,True,0.5180669681188342,0.5180669681188342,1,0,0.8414106369018555,0.0,0.8414106369018555,rfdetr,True,0,115.56686400217586,0.0,0.20884799960185774,127.89491399962571
12,True,0.5188126919140226,0.5188126919140226,1,0,0.8450957536697388,0.0,0.8450957536697388,rfdetr,True,0,114.05265099892858,0.0,0.23844200040912256,127.14259700078401
13,True,0.5390080820507095,0.5390080820507095,1,0,0.8397563099861145,0.0,0.8397563099861145,rfdetr,True,0,116.66637500093202,0.0,0.21161599943297915,128.39894799981266
14,True,0.5432826087557234,0.5432826087557234,1,0,0.8397292494773865,0.0,0.8397292494773865,rfdetr,True,0,127.01968100009253,0.0,0.21071000082883984,140.2306710006087
15,True,0.5335785944164512,0.5335785944164512,1,0,0.8436546325683594,0.0,0.8436546325683594,rfdetr,True,0,117.0927799976198,0.0,0.21296399791026488,128.92948999797227
16,True,0.5495529590017886,0.5495529590017886,1,0,0.8423203229904175,0.0,0.8423203229904175,rfdetr,True,0,113.7506420018326,0.0,0.2063489991996903,126.25722500160919
17,True,0.551691352850092,0.551691352850092,1,0,0.8357847929000854,0.0,0.8357847929000854,rfdetr,True,0,115.45926300095743,0.0,0.2074330004688818,126.91724500109558
18,True,0.5256599640111947,0.5256599640111947,1,0,0.8328260779380798,0.0,0.8328260779380798,rfdetr,True,0,113.06891300046118,0.0,0.20909600061713718,125.98973700005445
19,True,0.5804428821388715,0.5804428821388715,1,0,0.8395711779594421,0.0,0.8395711779594421,rfdetr,True,0,116.25521599853528,0.0,0.20687700089183636,128.0564519984182
20,True,0.5976510555511545,0.5976510555511545,1,0,0.8398155570030212,0.0,0.8398155570030212,rfdetr,True,0,112.4375979998149,0.0,0.20888500148430467,125.1107529969886
21,True,0.6077778687478794,0.6077778687478794,1,0,0.8361788392066956,0.0,0.8361788392066956,rfdetr,True,0,114.64676600007806,0.0,0.22336999973049387,127.22711999958847
22,True,0.6071709854490026,0.6071709854490026,1,0,0.8405967950820923,0.0,0.8405967950820923,rfdetr,True,0,113.86790699907579,0.0,0.2096030002576299,126.10318400038523
23,True,0.6109440583969374,0.6109440583969374,1,0,0.8337986469268799,0.0,0.8337986469268799,rfdetr,True,0,119.01342099736212,0.0,0.2079759979096707,130.47227900096914
24,True,0.6137128595742732,0.6137128595742732,1,0,0.8332694172859192,0.0,0.8332694172859192,rfdetr,True,0,114.11795900130528,0.0,0.2063370011455845,126.5411979984492
25,True,0.566235689505874,0.566235689505874,1,0,0.8379442691802979,0.0,0.8379442691802979,rfdetr,True,0,117.05503699704423,0.0,0.23615099780727178,128.6407160005183
26,True,0.6012586272533539,0.6012586272533539,1,0,0.8430586457252502,0.0,0.8430586457252502,rfdetr,True,0,113.70982000153163,0.0,0.20810600108234212,126.65397900127573
27,True,0.6034004363664024,0.6034004363664024,1,0,0.8441945910453796,0.0,0.8441945910453796,rfdetr,True,0,116.83814199932385,0.0,0.20887999926344492,128.73522500012768
28,True,0.5476796427523033,0.5476796427523033,1,0,0.8462620973587036,0.0,0.8462620973587036,rfdetr,True,0,113.45212499873014,0.0,0.20886799757136032,126.5509579970967
29,True,0.5940228233256398,0.5940228233256398,1,0,0.844904899597168,0.0,0.844904899597168,rfdetr,True,0,116.63745599798858,0.0,0.20926700017298572,128.33157500062953
30,True,0.5876589575532905,0.5876589575532905,1,0,0.8471982479095459,0.0,0.8471982479095459,rfdetr,True,0,128.966047999711,0.0,0.21145600112504326,141.52589099830948
31,True,0.5610364086155544,0.5610364086155544,1,0,0.8468831777572632,0.0,0.8468831777572632,rfdetr,True,0,117.38344300101744,0.0,0.2098380027746316,128.90544000038062
32,True,0.5868309487682098,0.5868309487682098,1,0,0.848770260810852,0.0,0.848770260810852,rfdetr,True,0,114.44761999882758,0.0,0.20815599782508798,127.06503200024599
33,True,0.5920578342084686,0.5920578342084686,1,0,0.8506928086280823,0.0,0.8506928086280823,rfdetr,True,0,116.71769399981713,0.0,0.25695299700601026,128.36789599896292
34,True,0.5755796592438795,0.5755796592438795,1,0,0.8519810438156128,0.0,0.8519810438156128,rfdetr,True,0,116.43873199864174,0.0,0.21066300178063102,129.1319329975522
35,True,0.5936506722332153,0.5936506722332153,1,0,0.847283661365509,0.0,0.847283661365509,rfdetr,True,0,118.3533429975796,0.0,0.20659300207626075,130.02816999869538
36,True,0.5843536003320191,0.5843536003320191,1,0,0.8488407135009766,0.0,0.8488407135009766,rfdetr,True,0,114.02210899905185,0.0,0.23220299772219732,126.78685499849962
37,True,0.6004109924470005,0.6004109924470005,1,0,0.845708429813385,0.0,0.845708429813385,rfdetr,True,0,116.76630600049975,0.0,0.20960999972885475,128.49683000240475
38,True,0.5957005862836886,0.5957005862836886,1,0,0.8448554873466492,0.0,0.8448554873466492,rfdetr,True,0,114.28478199741221,0.0,0.2107680011249613,126.90369800111512
39,True,0.5915937257399271,0.5915937257399271,1,0,0.8466667532920837,0.0,0.8466667532920837,rfdetr,True,0,117.35468700135243,0.0,0.2091550013574306,129.2753769994306
40,True,0.5451305387399313,0.5451305387399313,1,0,0.8493877053260803,0.0,0.8493877053260803,rfdetr,True,0,114.39863600026001,0.0,0.2369680005358532,127.1566140021605
41,True,0.5578386900675689,0.5578386900675689,1,0,0.8467600345611572,0.0,0.8467600345611572,rfdetr,True,0,117.7519310003845,0.0,0.2117570002155844,129.4528510006785
42,True,0.5536247914607892,0.5536247914607892,1,0,0.8469002842903137,0.0,0.8469002842903137,rfdetr,True,0,114.61419300030684,0.0,0.21113199909450486,127.44001600003685
43,True,0.5525750190501765,0.5525750190501765,1,0,0.845748245716095,0.0,0.845748245716095,rfdetr,True,0,116.3198129979719,0.0,0.2103730003000237,127.88531700061867
44,True,0.5529607533609022,0.5529607533609022,1,0,0.8491779565811157,0.0,0.8491779565811157,rfdetr,True,0,113.59264600105234,0.0,0.23803100339137018,126.30077399808215
45,True,0.5409912416588872,0.5409912416588872,1,0,0.8482300043106079,0.0,0.8482300043106079,rfdetr,True,0,117.35791300088749,0.0,0.23369700284092687,128.85019300301792
